Requetes;Doubles;req_0;req_129;req_1;req_2;req_3;req_4;req_5;req_133;req_6;req_7;req_8;req_136;req_9;req_10;req_11;req_12;req_13;req_14;req_15;req_16;req_17;req_18;req_19;req_20;req_21;req_22;req_23;req_24;req_25;req_26;req_794;req_27;req_28;req_29;req_30;req_31;req_32;req_33;req_289;req_34;req_290;req_35;req_36;req_37;req_38;req_423;req_39;req_40;req_41;req_42;req_171;req_43;req_44;req_45;req_46;req_47;req_559;req_49;req_50;req_179;req_52;req_53;req_54;req_55;req_60;req_61;req_191;req_66;req_196;req_68;req_71;req_74;req_76;req_205;req_217;req_89;req_90;req_1372;req_96;req_97;req_107;req_109;req_366;req_111;req_240;req_120
404000;401000;6887;384;22055;36938;40094;37199;26941;466;18694;12004;10365;319;6521;7912;5814;7297;4742;5410;3942;2718;2752;2040;2180;4458;4023;3115;4714;3237;6695;5628;374;10162;9026;7167;9769;7867;5680;6829;402;5425;36;6063;6471;3355;2829;409;2555;3192;1783;824;405;942;1218;380;417;802;405;808;791;91;1366;75;406;432;739;396;411;464;403;430;816;96;706;460;376;393;1234;205;80;432;388;76;385;394;434;382Requetes;Doubles;req_0;req_129;req_1;req_2;req_3;req_4;req_5;req_133;req_6;req_7;req_8;req_136;req_9;req_10;req_11;req_12;req_13;req_14;req_15;req_16;req_17;req_18;req_19;req_20;req_21;req_22;req_23;req_24;req_25;req_26;req_794;req_27;req_28;req_29;req_30;req_31;req_32;req_33;req_289;req_34;req_290;req_35;req_36;req_37;req_38;req_423;req_39;req_40;req_41;req_42;req_171;req_43;req_44;req_45;req_46;req_47;req_559;req_49;req_50;req_179;req_52;req_53;req_54;req_55;req_60;req_61;req_191;req_66;req_196;req_68;req_71;req_74;req_76;req_205;req_217;req_89;req_90;req_1372;req_96;req_97;req_107;req_109;req_366;req_111;req_240;req_120
3000;401000;88;1;272;450;492;453;319;1;207;102;68;1;42;27;21;23;13;16;14;8;10;5;7;11;10;8;12;8;18;15;1;26;22;18;24;20;14;17;1;14;1;15;16;8;8;1;7;8;5;2;1;3;3;1;1;2;1;2;2;1;3;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1
